product_code,product_id,name,brand,category,color,size,price_chf,discount_pct,weight_g,waterproof_rating_mm,temp_rating_c,material,tags,zone,zone_name,aisle,stock_total,stock_front,description
7610000000011,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Slate,S,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,10,3,A fully taped 3-layer hardshell for wet alpine days.
7610000000028,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Slate,M,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,18,6,A fully taped 3-layer hardshell for wet alpine days.
7610000000035,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Slate,L,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,7,2,A fully taped 3-layer hardshell for wet alpine days.
7610000000042,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Slate,XL,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,15,5,A fully taped 3-layer hardshell for wet alpine days.
7610000000059,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Burnt Orange,S,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,4,1,A fully taped 3-layer hardshell for wet alpine days.
7610000000066,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Burnt Orange,M,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,12,4,A fully taped 3-layer hardshell for wet alpine days.
7610000000073,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Burnt Orange,L,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,13,0,A fully taped 3-layer hardshell for wet alpine days.
7610000000080,P001,Stormpeak 3L Hardshell Jacket,Nordfjell,hardshell,Burnt Orange,XL,349.0,0,340,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;mens,A,Jackets & Shells,A1,9,3,A fully taped 3-layer hardshell for wet alpine days.
7610000000097,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Slate,XS,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,17,6,Women's fit of the Stormpeak 3-layer hardshell.
7610000000103,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Slate,S,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,6,2,Women's fit of the Stormpeak 3-layer hardshell.
7610000000110,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Slate,M,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,14,5,Women's fit of the Stormpeak 3-layer hardshell.
7610000000127,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Slate,L,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,3,1,Women's fit of the Stormpeak 3-layer hardshell.
7610000000134,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Burnt Orange,XS,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,11,4,Women's fit of the Stormpeak 3-layer hardshell.
7610000000141,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Burnt Orange,S,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,12,0,Women's fit of the Stormpeak 3-layer hardshell.
7610000000158,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Burnt Orange,M,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,8,3,Women's fit of the Stormpeak 3-layer hardshell.
7610000000165,P002,Stormpeak 3L Hardshell Jacket W,Nordfjell,hardshell,Burnt Orange,L,349.0,10,320,28000,,Gore-Tex 3L,waterproof;windproof;breathable;gore-tex;3-season;womens,A,Jackets & Shells,A1,16,6,Women's fit of the Stormpeak 3-layer hardshell.
7610000000172,P003,Mistral Windbreaker,Pinewild,rain-jacket,Black,S,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,5,2,Ultralight packable windbreaker for fast moves.
7610000000189,P003,Mistral Windbreaker,Pinewild,rain-jacket,Black,M,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,13,5,Ultralight packable windbreaker for fast moves.
7610000000196,P003,Mistral Windbreaker,Pinewild,rain-jacket,Black,L,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,14,1,Ultralight packable windbreaker for fast moves.
7610000000202,P003,Mistral Windbreaker,Pinewild,rain-jacket,Black,XL,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,10,4,Ultralight packable windbreaker for fast moves.
7610000000219,P003,Mistral Windbreaker,Pinewild,rain-jacket,Navy,S,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,11,0,Ultralight packable windbreaker for fast moves.
7610000000226,P003,Mistral Windbreaker,Pinewild,rain-jacket,Navy,M,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,7,3,Ultralight packable windbreaker for fast moves.
7610000000233,P003,Mistral Windbreaker,Pinewild,rain-jacket,Navy,L,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,0,0,Ultralight packable windbreaker for fast moves.
7610000000240,P003,Mistral Windbreaker,Pinewild,rain-jacket,Navy,XL,119.0,0,323,0,,Recycled ripstop nylon,windproof;packable;lightweight;summer;unisex,A,Jackets & Shells,A1,4,2,Ultralight packable windbreaker for fast moves.
7610000000257,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Black,S,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,12,5,800-fill down jacket for cold belays and winter walks.
7610000000264,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Black,M,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,13,1,800-fill down jacket for cold belays and winter walks.
7610000000271,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Black,L,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,9,4,800-fill down jacket for cold belays and winter walks.
7610000000288,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Black,XL,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,10,0,800-fill down jacket for cold belays and winter walks.
7610000000295,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Forest,S,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,6,3,800-fill down jacket for cold belays and winter walks.
7610000000301,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Forest,M,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,14,6,800-fill down jacket for cold belays and winter walks.
7610000000318,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Forest,L,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,15,2,800-fill down jacket for cold belays and winter walks.
7610000000325,P004,Eiderdown 800 Down Jacket,Alpitec,insulated-jacket,Forest,XL,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;mens,A,Jackets & Shells,A2,11,5,800-fill down jacket for cold belays and winter walks.
7610000000332,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Black,XS,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,12,1,Women's 800-fill down jacket.
7610000000349,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Black,S,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,8,4,Women's 800-fill down jacket.
7610000000356,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Black,M,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,9,0,Women's 800-fill down jacket.
7610000000363,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Black,L,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,5,3,Women's 800-fill down jacket.
7610000000370,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Forest,XS,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,13,6,Women's 800-fill down jacket.
7610000000387,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Forest,S,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,14,2,Women's 800-fill down jacket.
7610000000394,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Forest,M,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,10,5,Women's 800-fill down jacket.
7610000000400,P005,Eiderdown 800 Down Jacket W,Alpitec,insulated-jacket,Forest,L,399.0,0,365,0,-15,800-fill down,insulated;down;lightweight;4-season;winter;womens,A,Jackets & Shells,A2,11,1,Women's 800-fill down jacket.
7610000000417,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Black,S,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,7,4,Animal-free synthetic insulation that keeps warming when damp.
7610000000424,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Black,M,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,8,0,Animal-free synthetic insulation that keeps warming when damp.
7610000000431,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Black,L,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,16,3,Animal-free synthetic insulation that keeps warming when damp.
7610000000448,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Black,XL,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,12,6,Animal-free synthetic insulation that keeps warming when damp.
7610000000455,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Forest,S,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,13,2,Animal-free synthetic insulation that keeps warming when damp.
7610000000462,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Forest,M,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,0,0,Animal-free synthetic insulation that keeps warming when damp.
7610000000479,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Forest,L,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,10,1,Animal-free synthetic insulation that keeps warming when damp.
7610000000486,P006,Thermaloft Synthetic Jacket,Glaronia,insulated-jacket,Forest,XL,199.0,15,430,0,-5,Synthetic insulation,insulated;synthetic;vegan;packable;3-season;unisex,A,Jackets & Shells,A2,6,4,Animal-free synthetic insulation that keeps warming when damp.
7610000000493,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Black,S,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,7,0,Affordable everyday rain shell in recycled fabric.
7610000000509,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Black,M,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,15,3,Affordable everyday rain shell in recycled fabric.
7610000000516,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Black,L,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,11,6,Affordable everyday rain shell in recycled fabric.
7610000000523,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Black,XL,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,12,2,Affordable everyday rain shell in recycled fabric.
7610000000530,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Black,XXL,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,8,5,Affordable everyday rain shell in recycled fabric.
7610000000547,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Navy,S,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,9,1,Affordable everyday rain shell in recycled fabric.
7610000000554,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Navy,M,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,17,4,Affordable everyday rain shell in recycled fabric.
7610000000561,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Navy,L,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,6,0,Affordable everyday rain shell in recycled fabric.
7610000000578,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Navy,XL,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,14,3,Affordable everyday rain shell in recycled fabric.
7610000000585,P007,Rainpatch 2.5L Jacket,Steinbock,rain-jacket,Navy,XXL,159.0,0,380,15000,,Recycled ripstop nylon,waterproof;breathable;recycled;beginner;unisex,A,Jackets & Shells,A1,10,6,Affordable everyday rain shell in recycled fabric.
7610000000592,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Slate,S,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,11,2,Ski-touring bib with full-length vents.
7610000000608,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Slate,M,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,7,5,Ski-touring bib with full-length vents.
7610000000615,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Slate,L,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,8,1,Ski-touring bib with full-length vents.
7610000000622,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Burnt Orange,S,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,16,4,Ski-touring bib with full-length vents.
7610000000639,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Burnt Orange,M,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,5,0,Ski-touring bib with full-length vents.
7610000000646,P008,Glacier Pro Shell Bib,Nordfjell,hardshell,Burnt Orange,L,289.0,0,560,28000,,3-layer laminate,waterproof;windproof;4-season;winter;technical;unisex,A,Jackets & Shells,A3,13,3,Ski-touring bib with full-length vents.
7610000000653,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,40,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,9,6,Supportive waterproof boot for rough trails.
7610000000660,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,41,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,10,2,Supportive waterproof boot for rough trails.
7610000000677,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,42,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,18,5,Supportive waterproof boot for rough trails.
7610000000684,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,43,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,7,1,Supportive waterproof boot for rough trails.
7610000000691,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,44,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,0,0,Supportive waterproof boot for rough trails.
7610000000707,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Brown,45,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,4,0,Supportive waterproof boot for rough trails.
7610000000714,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Charcoal,40,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,12,3,Supportive waterproof boot for rough trails.
7610000000721,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Charcoal,41,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,8,6,Supportive waterproof boot for rough trails.
7610000000738,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Charcoal,42,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,9,2,Supportive waterproof boot for rough trails.
7610000000745,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Charcoal,43,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,17,5,Supportive waterproof boot for rough trails.
7610000000752,P009,Trailfox GTX Hiking Boot,Steinbock,boots,Charcoal,44,229.0,0,1150,12000,,Gore-Tex 3L,waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,6,1,Supportive waterproof boot for rough trails.
